LoanNr_ChkDgt,Name,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,ChgOffDate,DisbursementDate,DisbursementGross,MIS_Status,ChgOffPrinGr,GrAppv,SBA_Appv
1001116003,ONE BITE JAPANESE GRILL,OVERLAND PARK,KS,66213,VALLEY VIEW STATE BANK,KS,722110,2/7/2006,2006,60,8,2,0,0,1,1,N,N,,3/31/2006,95000,P I F,0,95000,80750
1001124003,JOHNNY LEE SMITH DDS,SUN CITY,AZ,85351,WELLS FARGO BANK NATL ASSOC,SD,621210,2/28/1997,1997,120,6,1,0,0,1,0,0,N,,4/30/1997,345000,P I F,0,345000,258750
1001125010,Yudda International Corporatio,Alhambra,CA,91803,WELLS FARGO BANK NATL ASSOC,SD,0,5/6/1997,1997,84,16,1,0,0,1,0,0,N,,10/31/1997,20420,P I F,0,25000,12500
1001134006,"VENTURE SALES, INC.",BOISE,ID,83714,WELLS FARGO BANK NATL ASSOC,SD,421310,2/28/1997,1997,96,7,1,0,0,1,0,N,N,,7/31/1997,230000,P I F,0,230000,172500
1001136009,"SPOHN, INC DBA CULVER'S OF MT",MT PLEASANT,MI,48858,WISCONSIN BANK & TRUST,WI,722211,2/7/2006,2006,93,50,2,0,0,21425,2,N,N,,2/28/2006,150000,P I F,0,150000,127500
1001144009,DILLON DAM BREWERY,DILLON,CO,80435,WELLS FARGO BANK NATL ASSOC,SD,722410,2/28/1997,1997,288,3,1,0,0,1,0,0,N,,3/31/1997,1230000,P I F,0,1230000,749992
1001145005,Classic Motorsports Collectibl,Des Moines,IA,60310,WELLS FARGO BANK NATL ASSOC,SD,421110,5/9/1997,1997,84,3,1,0,0,1,0,0,N,,9/30/1997,49403,P I F,0,50000,25000
1001146001,FOOD SOLUTIONS,PASADENA,CA,91011,MUFG UNION BANK NATL ASSOC,CA,722310,2/7/2006,2006,84,60,1,0,0,1,1,N,N,,3/31/2006,122977,P I F,0,50000,25000
1001154001,ALL TUNE & LUBE CENTER #1148,GARDEN GROVE,CA,92644,"READYCAP LENDING, LLC",CA,811111,2/28/1997,1997,84,1,2,0,0,3490,0,0,N,,5/31/1997,95000,P I F,0,95000,76000
1001155008,Russell Kern Construction Inc.,Sebring,FL,33870,WELLS FARGO BANK NATL ASSOC,SD,233210,5/9/1997,1997,84,1,1,0,0,1,0,0,N,,2/28/1998,25000,P I F,0,25000,12500
1001165000,Nehemiah Builders,Briggsdale,CO,80611,WELLS FARGO BANK NATL ASSOC,SD,0,5/14/1997,1997,84,1,1,0,0,1,0,0,N,,11/30/1997,10000,P I F,0,10000,5000
1001174007,J&Y POSTNET,THE COLONY,TX,75056,"READYCAP LENDING, LLC",CA,0,2/28/1997,1997,84,1,2,0,0,66320,0,0,N,,8/31/1997,76300,P I F,0,76300,61040
1001175003,Dides Software Consulting Inc.,California,MD,22741,WELLS FARGO BANK NATL ASSOC,SD,0,5/16/1997,1997,84,1,1,0,0,1,0,0,N,,8/31/1997,20000,P I F,0,20000,10000
1001184010,"MALLORY SALES, INC.",JACKSONVILLE,NC,28540,WELLS FARGO BANK NATL ASSOC,NC,0,2/28/1997,1997,12,19,1,0,0,1,0,N,N,,6/30/1997,200000,P I F,0,200000,150000
1001185006,Whelan & Denehy Inc.,Canton (Town of),MA,2021,WELLS FARGO BANK NATL ASSOC,SD,235310,5/16/1997,1997,84,8,1,0,0,1,0,0,N,,11/30/1997,21701,P I F,0,25000,12500
1001205010,"WYRE TEK, LLC",CRANSTON,RI,2920,SANTANDER BANK NATL ASSOC,DE,0,5/19/1997,1997,60,6,1,0,0,1,0,0,N,,3/31/1998,20000,P I F,0,20000,10000
1001214006,"STERLING METAL PRODUCTS, LLC",NEW BRAUNFELS,TX,78132,GE CAP. SMALL BUS. FINAN CORP,TX,0,2/28/1997,1997,84,8,2,0,0,1,0,0,N,,3/31/1997,1000000,P I F,0,1000000,750000
1001224009,PROFESSIONAL PRINTING COMPANY,WICHITA,KS,67213,BANK OF AMERICA NATL ASSOC,NC,0,2/28/1997,1997,84,5,2,0,0,1,0,N,Y,,9/30/1997,83400,P I F,0,83400,66720
1001225005,Southwest Health Care Inc.,Las Vegas,NV,89102,WELLS FARGO BANK NATL ASSOC,SD,0,5/20/1997,1997,84,2,1,0,0,1,0,0,N,,11/30/1997,7990,P I F,0,10000,5000
1001235008,"NEW ENGLAND PAINT & SUPPLY, IN",READING (TOWN OF),MA,1867,DANVERSBANK,MA,0,5/21/1997,1997,84,4,0,0,0,1,0,0,N,,3/31/1999,100000,P I F,0,100000,50000
1001236004,"LIQUID SUN COMPANY, LLC",BRANDON,FL,33511,THE BANK OF TAMPA,FL,713940,2/7/2006,2006,84,5,2,0,0,1,1,N,N,,4/30/2006,275000,P I F,0,275000,206250
1001244004,EUROPEAN AUTO CENTER,EL CERRITO,CA,94530,GE CAP. SMALL BUS. FINAN CORP,TX,441120,2/28/1997,1997,120,10,1,0,0,1,0,0,N,,3/31/1997,50000,P I F,0,50000,37500
1001245000,"Kinoo, Inc.",Cambridge,MA,2130,BANK OF AMERICA NATL ASSOC,NC,541310,5/22/1997,1997,12,1,1,0,0,1,0,0,N,,7/31/2000,100000,P I F,0,100000,50000
1001255003,"Kentron Technologies, Inc.",Reading (Town of),MA,1867,BANK OF AMERICA NATL ASSOC,NC,334113,5/23/1997,1997,12,4,1,0,0,1,0,0,N,,6/30/1998,100000,P I F,0,100000,50000
1001264010,STANDARD PRINTING & LITHOGRAPH,HOUSTON,TX,77055,WELLS FARGO BANK NATL ASSOC,TX,0,2/28/1997,1997,180,6,1,0,0,1,0,0,N,,5/31/1997,157500,P I F,0,157500,118125
1001265006,"Ferguson Animal Enterprises, I",NORTH PROVIDENCE,RI,2904,BANK OF AMERICA NATL ASSOC,NC,541940,5/23/1997,1997,12,18,1,0,0,1,0,0,N,,1/31/1998,100000,P I F,0,100000,50000
1001274002,RUBINS DELI & GRILL,CHARLOTTE,NC,28273,FIFTH THIRD BANK,NC,0,2/28/1997,1997,60,7,2,0,0,1,0,N,Y,,5/31/2002,65000,P I F,0,65000,52000
1001275009,"North Hill Construction Co., I",Lynnfield (Town of),MA,1940,BANK OF AMERICA NATL ASSOC,NC,0,5/23/1997,1997,12,5,1,0,0,1,0,0,N,,6/30/1998,25000,P I F,0,25000,12500
1001284005,"UNITED APPRAISAL SERVICES, INC",TOLEDO,OH,43608,KEYBANK NATIONAL ASSOCIATION,OH,0,2/28/1997,1997,120,4,1,0,0,1,0,0,N,,8/31/1997,31600,P I F,0,31600,15800
1001285001,R.E. Stegall & Associates Inc.,Charlotte,NC,28204,WELLS FARGO BANK NATL ASSOC,SD,541810,5/29/1997,1997,84,12,1,0,0,1,0,0,N,,3/31/2001,25000,P I F,0,25000,12500
1001294008,PRISMA ELEC. POWDERCOATING,CHICO,CA,95926,"RABOBANK, NATIONAL ASSOCIATION",CA,0,2/28/1997,1997,300,5,1,0,0,1,0,N,N,,5/31/1997,270000,P I F,0,270000,202500
1001295004,Innovations,Northboro (RR name for Northbo,MA,1532,BANK OF AMERICA NATL ASSOC,NC,0,6/5/1997,1997,60,7,1,0,0,1,0,0,N,,10/31/1997,20000,P I F,0,20000,10000
1001304009,"UNITED APPRAISAL SERVICES, INC",TOLEDO,OH,43608,KEYBANK NATIONAL ASSOCIATION,OH,0,2/28/1997,1997,60,4,1,0,0,1,0,0,N,,5/31/1997,10500,P I F,0,10500,5250
1001305005,Provincetown General Store,Provincetown (Town of),MA,2657,BANK OF AMERICA NATL ASSOC,NC,0,6/9/1997,1997,12,3,1,0,0,1,0,0,N,,1/31/1998,10000,P I F,0,10000,5000
1001314001,"NICHOLS, BROSCH, SANDOVAL & AS",CORAL GABLES,FL,33134,FLORIDA BUS. DEVEL CORP,FL,541310,2/28/1997,1997,240,18,1,15,0,1,0,N,N,,9/17/1997,500000,P I F,0,500000,500000
1001315008,Keyboard Instrument Rentals,New York,NY,10019,WELLS FARGO BANK NATL ASSOC,SD,0,6/12/1997,1997,84,2,1,0,0,1,0,0,N,,5/31/1998,20000,P I F,0,20000,10000
1001324004,JAMES A. & EILEEN M. WRAITH,PHOENIX,AZ,85024,NATIONAL BANK OF ARIZONA,AZ,0,2/28/1997,1997,84,1,2,0,0,1,0,0,N,,4/30/1997,60000,P I F,0,60000,48000
1001325000,"Arctic Air Service Co., Inc.",Upper Marlboro (Marlboro),MD,20772,WELLS FARGO BANK NATL ASSOC,SD,0,6/12/1997,1997,84,10,1,0,0,1,0,0,N,,8/31/1998,25000,P I F,0,25000,12500
1001334007,HOEY'S AUTO SALES,CHARLOTTE,NC,28206,WELLS FARGO BANK NATL ASSOC,SD,441120,2/28/1997,1997,300,1,1,0,0,1,0,0,N,,4/30/1997,221000,P I F,0,221000,165750
1001335003,"JUDSON ENGINEERING, INC.",RED BLUFF,CA,96080,WELLS FARGO BANK NATL ASSOC,SD,541330,6/12/1997,1997,84,5,1,0,0,1,0,0,N,,5/31/1998,25000,P I F,0,25000,12500
1001344010,AUTOMOTIVE SPECIALTIES,GLEN GARDER,NJ,8826,"TD BANK, NATIONAL ASSOCIATION",NJ,811111,2/28/1997,1997,240,6,2,0,0,1,0,0,N,,6/30/1997,700000,P I F,0,700000,525000
1001345006,Todd Miller Concrete,Ignacio,CO,81137,WELLS FARGO BANK NATL ASSOC,SD,0,6/12/1997,1997,84,3,1,0,0,1,0,0,N,,2/28/1998,25000,P I F,0,25000,12500
1001355009,Edlin & Sons,Worcester,MA,1606,BANK OF AMERICA NATL ASSOC,NC,0,6/12/1997,1997,12,2,1,0,0,1,0,0,N,,10/31/1997,40000,P I F,0,40000,20000
1001364005,"PATRICIA E. MURPHY, D.D.S.",DEL MAR,CA,92014,WELLS FARGO BANK NATL ASSOC,SD,621210,2/28/1997,1997,108,2,1,0,0,1,0,0,N,,3/31/1997,112000,P I F,0,112000,84000
1001374008,THE LAGUNITAS BREWING COMPANY,PETALUMA,CA,94954,BANK OF AMERICA CALIFORNIA N.A,CA,422810,2/28/1997,1997,102,10,1,0,0,1,0,0,N,,7/31/1997,80000,P I F,0,80000,64000
1001375004,"King Kong Building Services, I",Denver,CO,80202,WELLS FARGO BANK NATL ASSOC,SD,0,6/13/1997,1997,84,9,1,0,0,1,0,0,N,,12/31/2002,25000,P I F,0,25000,12500
1001384000,PERFORMANCE SPECIALTIES INC,OREGON,WI,53575,MCFARLAND STATE BANK,WI,0,2/28/1997,1997,180,1,1,0,0,1,0,N,N,,8/31/1997,134200,P I F,0,135000,101250
1001385007,Mill City Club,Lawrence,MA,1841,BANK OF AMERICA NATL ASSOC,NC,722410,6/16/1997,1997,180,2,0,0,0,1,0,0,N,,11/30/1997,70000,P I F,0,70000,35000
1001393007,FISCHER MERLIN INDUSTRIS INC,BOHEMIA,NY,11716,JPMORGAN CHASE BANK NATL ASSOC,NY,0,6/18/1980,1980,10,22,2,0,0,0,0,N,N,10-Oct-89,8/12/1980,125000,CHGOFF,7377,125000,112500
1001395010,Rugby Manufacturing & Graphics,New Haven,CT,6530,BANK OF AMERICA NATL ASSOC,NC,541430,6/17/1997,1997,12,1,1,0,0,1,0,0,N,,10/31/1997,75000,P I F,0,75000,37500
1001405000,NEEB Inc.,Salem,NH,3079,BANK OF AMERICA NATL ASSOC,RI,421810,6/18/1997,1997,12,1,1,0,0,1,0,0,N,,9/30/1998,100000,P I F,0,100000,50000
1001414007,SHIPPERS SUPPLY,LOVELAND,CO,80537,"COLORADO LENDING SOURCE, LTD.",CO,0,2/28/1997,1997,240,6,1,6,4,1,0,N,N,,2/11/1998,108000,P I F,0,108000,108000
1001415003,NAUTILUS DEVELOPMENT CORPORATI,WARWICK (RR NAME APPONAUG,RI,2889,BANK OF AMERICA NATL ASSOC,NC,0,6/19/1997,1997,13,1,1,0,0,1,0,0,N,,10/31/1998,20000,P I F,0,20000,10000
1001425006,Northeast Technical Consultant,Guilford (census name for Guil,CT,6437,BANK OF AMERICA NATL ASSOC,RI,0,6/20/1997,1997,12,3,1,0,0,1,0,0,N,,10/31/1997,20000,P I F,0,20000,10000
1001435009,"Scout Productions, Inc.",Boston,MA,2116,BANK OF AMERICA NATL ASSOC,NC,512110,6/20/1997,1997,12,3,1,0,0,1,0,0,N,,9/30/1997,25000,P I F,0,25000,12500
1001445001,"Sarni Cleaners of Boston, Inc.",Boston,MA,2114,BANK OF AMERICA NATL ASSOC,NC,812320,6/23/1997,1997,60,40,1,0,0,1,0,0,N,,7/31/2000,25000,P I F,0,25000,12500
1001446008,Crown Coatings LLC,FISHERS (CORPORATE NAME FOR FI,IN,46037,"PNC BANK, NATIONAL ASSOCIATION",DE,332117,2/7/2006,2006,90,72,2,1,3,1,1,0,N,,3/31/2006,255000,P I F,0,331200,248400
1001454008,WATERFRONT LIVING,LAKE OSWEGO,OR,97034,PACIFIC CONTINENTAL BANK,OR,454110,2/28/1997,1997,120,1,2,0,0,1,0,0,N,,3/31/1997,300000,P I F,0,300000,225000
1001455004,"Wildflower, Inc.",Walpole,MA,2081,BANK OF AMERICA NATL ASSOC,NC,453110,6/23/1997,1997,60,4,1,0,0,1,0,0,N,,9/30/1997,20000,P I F,0,20000,10000
1001464000,AMERICAN INDUSTRIAL CASTING,CRANSTON,RI,2910,BANK OF AMERICA NATL ASSOC,RI,331513,2/28/1997,1997,96,55,1,0,0,1,0,N,N,,7/31/1997,400000,P I F,0,400000,300000
1001474003,CHESTER MANUFACTURING COMPANY,TONAWANDA,NY,14150,MANUFACTURERS & TRADERS TR CO,NY,0,2/28/1997,1997,240,9,2,0,0,1,0,N,N,,3/31/1997,100000,P I F,0,100000,75000
1001475010,"BANNEKER INDUSTRIES, INC.",LINCOLN,RI,2865,SANTANDER BANK NATL ASSOC,DE,0,6/27/1997,1997,60,4,1,0,0,1,0,0,N,,9/30/1997,48000,P I F,0,48000,24000
1001485002,"LBC BILLING, LLC",PROVIDENCE,RI,2908,BANK OF AMERICA NATL ASSOC,NC,514210,7/2/1997,1997,36,1,0,0,0,1,0,0,N,,4/30/1999,10000,P I F,0,10000,5000
1001494009,THE SPORTS SECTION OF THE N.S.,NEWBURYPORT,MA,1950,DANVERSBANK,MA,541921,2/28/1997,1997,60,1,2,0,0,77175,0,N,Y,,3/31/1997,31000,P I F,0,31000,24800
1001505006,MILLER INDUSTRIAL SUPPLY CO.,PROVIDENCE,RI,2907,BANK OF AMERICA NATL ASSOC,NC,0,7/8/1997,1997,12,5,1,0,0,1,0,0,N,,9/30/1997,50000,P I F,0,50000,25000
1001506002,TRIPLE J EXCAVATION,LAS CRUCES,NM,88012,COMPASS BANK,TX,238190,2/7/2006,2006,12,20,2,0,20,1,1,0,N,,2/28/2006,50000,P I F,0,50000,25000
1001515009,"A. DeSousa, Inc.",Berkley,MA,2779,BANK OF AMERICA NATL ASSOC,NC,235510,7/8/1997,1997,12,7,1,0,0,1,0,0,N,,5/31/1998,40000,P I F,0,40000,20000
1001525001,TGL Trans-Global Leather,Litchfield,NH,3052,BANK OF AMERICA NATL ASSOC,RI,0,7/9/1997,1997,19,2,1,0,0,1,0,0,N,,8/31/2000,100000,P I F,0,100000,50000
1001534008,STEUART MULTI-MEDIA,JESUP,IA,50648,FARMERS STATE BANK,IA,0,2/28/1997,1997,16,2,1,0,0,1,0,N,Y,28-Oct-03,9/30/1997,50000,CHGOFF,26139,50000,40000
1001535004,Classic Plumbing & Heating Con,Cambridge,MA,2141,BANK OF AMERICA NATL ASSOC,NC,235110,7/10/1997,1997,12,12,1,0,0,1,0,0,N,,10/31/1997,50000,P I F,0,50000,25000
1001546003,MEDIA ONE DIGITAL IMAGING LLC,GARDEN GROVE,CA,92841,WELLS FARGO BANK NATL ASSOC,CA,541810,2/7/2006,2006,60,7,1,3,10,1,1,Y,N,,6/30/2006,85163,P I F,0,50000,25000
1001554003,DUNKIN' DONUTS,WINSTON-SALEM,NC,27106,"PNC BANK, NATIONAL ASSOCIATION",DE,0,2/28/1997,1997,120,30,1,0,0,1,0,N,N,,8/31/1997,136000,P I F,0,136000,102000
1001555010,"North American Security, Inc.",Quincy,MA,2269,BANK OF AMERICA NATL ASSOC,NC,0,7/16/1997,1997,12,25,1,0,0,1,0,0,N,,9/30/1997,50000,P I F,0,50000,25000
1001565002,"MARLEE CASTING CO., INC.",PROVIDENCE,RI,2909,BANK OF AMERICA NATL ASSOC,NC,331524,7/16/1997,1997,12,20,1,0,0,1,0,0,N,,10/31/1997,15000,P I F,0,15000,7500
1001575005,"NEW ENGLAND MEDICAL DESIGN, IN",COVENTRY (WASHINGTON),RI,2816,BANK OF AMERICA NATL ASSOC,NC,541310,7/21/1997,1997,12,7,1,0,0,1,0,0,N,,12/31/1998,100000,P I F,0,100000,50000
1001585008,Child Works Child Care Center,Holden (Holden Center),MA,1520,BANK OF AMERICA NATL ASSOC,NC,624410,7/21/1997,1997,60,32,1,0,0,1,0,Y,N,,9/30/1997,20000,P I F,0,20000,10000
1001594004,CHESTER MANUFACTURING COMPANY,TONAWANDA,NY,14150,MANUFACTURERS & TRADERS TR CO,NY,0,2/28/1997,1997,84,9,2,0,0,1,0,N,N,,3/31/1997,100000,P I F,0,100000,75000
1001595000,Stephco Maintenance Systems,Holbrook,MA,2343,BANK OF AMERICA NATL ASSOC,NC,0,7/24/1997,1997,12,1,1,0,0,1,0,0,N,,9/30/1997,25000,P I F,0,25000,12500
1001605001,Beechwood Publications & Globa,Boston,MA,2119,BANK OF AMERICA NATL ASSOC,NC,0,7/25/1997,1997,12,1,1,0,0,1,0,0,N,,4/30/1998,100000,P I F,0,100000,50000
1001625007,"Desserts By David Glass, Inc.",Hartford,CT,6106,BANK OF AMERICA NATL ASSOC,RI,311812,8/26/1997,1997,3,19,1,0,0,1,0,0,N,,10/31/1997,70000,P I F,0,70000,35000
1001635010,"P.J.'S CARPETS, INC.",EAST PROVIDENCE,RI,2914,SANTANDER BANK NATL ASSOC,DE,442210,8/27/1997,1997,12,4,1,0,0,1,0,0,N,,1/31/1998,25000,P I F,0,25000,12500
1001645002,Oasis Environmental Contractin,Cohasset,MA,2025,BANK OF AMERICA NATL ASSOC,NC,0,8/28/1997,1997,12,1,1,0,0,1,0,0,N,,1/31/1998,50000,P I F,0,50000,25000
1001646009,GOLDMAN WEBBER & ASSOCIATES IN,RENO,NV,89502,WELLS FARGO BANK NATL ASSOC,SD,561440,2/7/2006,2006,27,10,1,11,10,1,1,Y,N,16-Aug-10,2/28/2006,90518,CHGOFF,49415,50000,25000
1001654009,KEN'S QUICK MART,LE SUEUR,MN,56058,CORNERSTONE STATE BANK,MN,0,2/28/1997,1997,149,6,1,0,0,1,0,N,N,,10/31/1997,100000,P I F,0,100000,75000
1001655005,Cornerstone Design/Build Servi,Swansea (Swansea Village),MA,2777,BANK OF AMERICA NATL ASSOC,NC,541310,8/29/1997,1997,12,4,1,0,0,1,0,0,N,,7/31/2000,50000,P I F,0,50000,25000
1001656001,KIMBERLY HAROLD ENTERPRISES,VIRGINIA BEACH,VA,23455,BBCN BANK,CA,711510,2/7/2006,2006,84,1,2,2,1,1,1,0,N,,2/28/2006,10000,P I F,0,10000,8500
1001665008,"Diecuting Tooling Services, In",Holyoke,MA,1040,BANK OF AMERICA NATL ASSOC,NC,0,8/29/1997,1997,12,30,1,0,0,1,0,0,N,,11/30/1997,25000,P I F,0,25000,12500
1001684007,"FARICELLIE, INC.",BUFFALO,NY,14201,MANUFACTURERS & TRADERS TR CO,NY,0,2/28/1997,1997,180,1,2,0,0,1,0,N,N,,5/13/1997,150000,P I F,0,150000,112500
1001685003,Comprehensive Psychiatric Asso,Weston (Town of),MA,2193,BANK OF AMERICA NATL ASSOC,NC,0,9/19/1997,1997,12,10,0,0,0,1,0,0,N,,11/30/1997,100000,P I F,0,100000,50000
1001686010,URBAN BEAST SEATTLE LLC,SEATTLE,WA,98109,U.S. BANK NATIONAL ASSOCIATION,OH,453910,2/7/2006,2006,41,1,2,3,4,1,1,0,N,20-Feb-10,2/28/2006,74000,CHGOFF,47366,74000,62900
1001705007,"Baby Faire, Inc.",Winchester (Town of),MA,1890,BANK OF AMERICA NATL ASSOC,RI,0,9/24/1997,1997,12,2,1,0,0,1,0,0,N,,1/31/1999,25000,P I F,0,25000,12500
1001714003,THE PLAID PANTRY,LA CROSSE,WI,51064,PARK BANK,WI,0,2/28/1997,1997,246,1,2,0,0,1,0,N,N,,3/31/1997,73500,P I F,0,73500,58800
1001725002,"Faust Funeral Home, Inc.",Langhorne,PA,19047,WELLS FARGO BANK NATL ASSOC,PA,0,9/26/1997,1997,60,2,1,0,0,1,0,0,N,,1/31/1998,55000,P I F,0,55000,27500
1001734009,"ELDER CARE VILLAGE, INC.",POMPANO BEACH,FL,33060,"PNC BANK, NATIONAL ASSOCIATION",DE,0,2/28/1997,1997,240,2,2,0,0,1,0,N,N,,3/31/1997,184000,P I F,0,184000,138000
1001735005,Capaen Street Package Store,Hartford,CT,6010,BANK OF AMERICA NATL ASSOC,RI,445310,9/29/1997,1997,12,1,1,0,0,1,0,0,N,,11/30/1998,20000,P I F,0,20000,10000
1001745008,"Raponi Drywall & Plastering, I",Bourne,MA,2532,BANK OF AMERICA NATL ASSOC,RI,235420,9/29/1997,1997,12,7,1,0,0,1,0,0,N,,10/31/1998,50000,P I F,0,50000,25000
1001755000,"Metropoliltan Health Club, Inc",Boston,MA,2116,BANK OF AMERICA NATL ASSOC,RI,0,9/29/1997,1997,12,50,1,0,0,1,0,0,N,,12/31/1998,20000,P I F,0,20000,10000
1001764007,DREAM DESIGN HAIRSTYLING,BELLEVIEW,FL,34420,REGIONS BANK,AL,0,2/28/1997,1997,12,1,1,0,0,1,0,N,Y,1-Apr-03,4/30/1997,25000,CHGOFF,7702,25000,20000
1001774010,"FIBERGLASS SPECIALITIES, INC",YULEE,FL,32097,SYNOVUS BANK,FL,0,2/28/1997,1997,297,3,2,0,0,1,0,N,N,,5/31/1997,330000,P I F,0,330000,247500
1001775006,Independent Computer Services,Watertown (Town of),MA,2172,BANK OF AMERICA NATL ASSOC,RI,0,10/9/1997,1998,12,2,1,0,0,1,0,0,N,,12/31/1998,10000,P I F,0,10000,5000
1001785009,West Reading Used Furniture,West Reading,PA,19611,WELLS FARGO BANK NATL ASSOC,PA,0,10/10/1997,1998,18,3,0,0,0,1,0,0,N,,4/30/1998,20000,P I F,0,20000,10000
1001786005,505 MENDOCINO AVENUE,SANTA ROSA,CA,95401,SAFE-BIDCO,CA,722110,2/7/2006,2006,60,20,2,0,0,1,1,N,N,5-May-10,3/31/2006,250000,CHGOFF,234033,250000,187500
1001794005,CREATIVE HOME IMPROVEMENTS INC,ROSEVILLE,MN,55113,FIRST MINNETONKA CITY BANK,MN,421310,2/28/1997,1997,42,10,2,0,0,1,0,N,Y,,4/30/1997,65000,P I F,0,65000,52000
1001795001,"Real Time Executives, Inc.",Wrentham (census name Wrentham,MA,2093,BANK OF AMERICA NATL ASSOC,RI,541511,10/10/1997,1998,12,5,1,0,0,1,0,0,N,,7/31/2000,25000,P I F,0,25000,12500
1001805002,Tola Painting,Hartford,CT,6114,BANK OF AMERICA NATL ASSOC,RI,235210,10/14/1997,1998,27,5,1,0,0,1,0,0,N,,11/30/1997,10000,P I F,0,10000,5000
1001825008,Christine Quarembo Speechwriti,Brookline (Town of),MA,2146,BANK OF AMERICA NATL ASSOC,RI,0,10/29/1997,1998,12,1,1,0,0,1,0,0,N,,9/30/1999,5000,P I F,0,5000,2500
1001835000,NEW ENGLAND WOODWORKING KITCHE,MERIDEN,CT,6450,WEBSTER BANK NATL ASSOC,CT,235510,11/3/1997,1998,12,6,1,0,0,1,0,0,N,,10/31/1999,100000,P I F,0,100000,50000
1001844007,"ANIMAL GENERAL,LLC",AVON,CT,6001,SANTANDER BANK NATL ASSOC,DE,0,2/28/1997,1997,60,3,2,0,0,1,0,N,Y,,6/30/1997,60000,P I F,0,60000,48000
1001845003,Williams Sanitation,Middletown,CT,6457,BANK OF AMERICA NATL ASSOC,RI,0,11/17/1997,1998,12,3,1,0,0,1,0,0,N,,10/31/1998,15000,P I F,0,15000,7500
1001856002,A & M CABINET CONCEPTS AND MIL,CHANDLER,AZ,85225,WELLS FARGO BANK NATL ASSOC,SD,337110,2/7/2006,2006,60,4,1,0,4,1,1,0,N,,2/28/2006,25000,P I F,0,25000,12500
1001873009,MILL PRINTING & LITHO CORP,WHITE PLAINS  *102,NY,10603,HSBC BK USA NATL ASSOC,NY,0,6/19/1980,1980,120,60,2,0,0,0,0,N,N,7-Dec-98,7/10/1980,500000,CHGOFF,149941,500000,450000
1001874005,ALL SMILES ORTHODONTICS,SEVERNA PARK,MD,21146,MANUFACTURERS & TRADERS TR CO,MD,621210,2/28/1997,1997,60,1,2,0,0,1,0,N,Y,,7/31/1997,35000,P I F,0,35000,28000
1001875001,Statler Associates,Belmont (Town of),MA,2178,BANK OF AMERICA NATL ASSOC,RI,0,11/28/1997,1998,12,3,1,0,0,1,0,0,N,,1/31/1999,20000,P I F,0,20000,10000
1001876008,BENDER ENTERPRISES INC,CARLSBAD,CA,92011,WELLS FARGO BANK NATL ASSOC,SD,541990,2/7/2006,2006,60,2,1,0,2,1,1,0,N,,3/31/2006,45000,P I F,0,45000,22500
1001884008,"BANNERS, INC.",ROCHESTER,NY,14623,MONROE CNTY INDUST DEVEL CORP,NY,624410,2/28/1997,1997,240,24,1,2,24,1,0,N,N,,9/17/1997,218000,P I F,0,218000,218000
1001885004,REYNOLDS H20 PLUS,WEST READING,PA,19611,WELLS FARGO BANK NATL ASSOC,PA,0,12/1/1997,1998,84,46,1,0,0,21400,0,0,N,,2/28/1998,100000,P I F,0,100000,50000
1001895007,"Full Power Fitness, Inc.",North Haven (Town of),CT,6473,BANK OF AMERICA NATL ASSOC,RI,0,12/4/1997,1998,12,9,1,0,0,1,0,0,N,,9/30/1998,75000,P I F,0,75000,37500
1001905008,REYNOLDS H20 PLUS,WEST READING,PA,19611,WELLS FARGO BANK NATL ASSOC,PA,0,12/4/1997,1998,60,46,1,0,0,21400,0,0,N,,2/28/1998,100000,P I F,0,100000,50000
1001906004,ANGELO'S TOWING INC,SAN DIEGO,CA,92113,FIRST NATL BK OF SOUTHERN CALI,CA,488410,2/7/2006,2006,57,8,1,0,8,1,1,0,N,7-Jul-11,2/28/2006,246800,CHGOFF,176472,246800,185100
1001914004,MILDRED L. HILLARD & FLOYD HIL,RICHMOND HILL,GA,31324,SOUTH STATE BANK,GA,0,2/28/1997,1997,60,1,1,0,0,1,0,N,Y,,5/31/1998,21200,P I F,0,21200,16960
1001915000,REYNOLDS H20 PLUS,WEST READING,PA,19611,WELLS FARGO BANK NATL ASSOC,PA,0,12/4/1997,1998,60,46,1,0,0,21400,0,0,N,,2/28/1998,100000,P I F,0,100000,50000
1001925003,Physical Therapy and Rehabilit,Lowell,MA,1851,BANK OF AMERICA NATL ASSOC,RI,0,12/8/1997,1998,12,5,1,0,0,1,0,0,N,,4/30/1999,50000,P I F,0,50000,25000
1001934010,"FINLAY CIGARS, INC",MEDFORD,NJ,8055,NEWTEK SMALL BUS. FINANCE INC.,NY,453991,2/28/1997,1997,120,4,2,0,0,1,0,N,Y,,7/3/1997,61500,P I F,0,61500,49200
1001935006,Blackstone Electronics,Blackstone,MA,1504,BANK OF AMERICA NATL ASSOC,RI,421690,12/9/1997,1998,104,1,0,0,0,1,0,0,N,,4/30/1998,30000,P I F,0,30000,15000
1001936002,ANIMAL ALLERGY & EARS CLINIC O,BEAVERTON,OR,97005,WELLS FARGO BANK NATL ASSOC,SD,541940,2/7/2006,2006,120,5,1,0,5,1,1,0,N,,3/31/2006,419600,P I F,0,419600,314700
